"doi","publication_date","title","journal","issn","publisher","member_id"
"10.1164/rccm.201303-0463im","2013-12-15","Regional Distribution of Air Trapping in Chronic Obstructive Pulmonary Disease","Am J Respir Crit Care Med","1073-449X","American Thoracic Society",19
"10.1016/j.tsf.2013.01.009","2013-03","Fabrication and semiconducting properties of monodisperse n-type phthalocyanine nanograss","Thin Solid Films","0040-6090","Elsevier BV",78
"10.1109/tim.2013.2239015","2013-06","An Improved Current-Comparator-Based Power Standard With an Uncertainty of 2.5 <formula formulatype=""inline""><tex Notation=""TeX"">$\mu\hbox{W/VA}\ (k = 1)$</tex></formula>","IEEE Trans. Instrum. Meas.","0018-9456","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1242/jeb.084699","2013-06-20","Force balance in the take-off of a pierid butterfly: relative importance and timing of leg impulsion and aerodynamic forces","Journal of Experimental Biology","0022-0949","The Company of Biologists",237
"10.1038/vital1722","2013-09-20","Vasculitis and the dental team","Vital","1741-7503","Nature Publishing Group",339
"10.1002/anie.201303107","2013-08-28","Characterization of the Key Intermediates of Carbene-Catalyzed Umpolung by NMR Spectroscopy and X-Ray Diffraction: Breslow Intermediates, Homoenolates, and Azolium Enolates","Angew. Chem. Int. Ed.","1433-7851","Wiley-Blackwell",311
"10.1016/j.jdmm.2013.03.004","2013-06","Thirsting for vampire tourism: Developing pop culture destinations","Journal of Destination Marketing & Management","2212-571X","Elsevier BV",78
"10.1007/s40306-013-0034-z","2013-10-15","A linear recursive scheme associated with the love equation","Acta Mathematica Vietnamica","0251-4184","Springer Science + Business Media",297
"10.1024/1012-5302/a000282","2013-03-27","Geriatrische Rehabilitation. Leitfaden fü¾¶¼r die Pflegepraxis","Pflege","1012-5302","Hogrefe & Huber",101
"10.1111/maec.12063","2013-10-30","Stability of the sponge assemblage of Mediterranean coralligenous concretions along a millennial time span","Marine Ecology","0173-9565","Wiley-Blackwell",311
"10.1016/j.jacl.2013.03.049","2013-05","Lipid Abnormalities in Foreign and US-Born Patients in a Medical Group","Journal of Clinical Lipidology","1933-2874","Elsevier BV",78
"10.1093/glycob/cwt046","2013-06-06","ü¾¼-glucan signaling connects phagocytosis to autophagy","Glycobiology","0959-6658","Oxford University Press (OUP)",286
"10.1136/annrheumdis-2013-203430","2013-07-19","Tissue factor expression in neutrophil extracellular traps and neutrophil derived microparticles in antineutrophil cytoplasmic antibody associated vasculitis may promote thromboinflammation and the thrombophilic state associated with the disease","Annals of the Rheumatic Diseases","0003-4967","BMJ",239
"10.1055/s-0033-1357270","2013-10-25","Complex Heel Reconstruction with a Sural Fasciomyocutaneous Perforator Flap","J reconstr Microsurg","0743-684X","Thieme Publishing Group",194
"10.1007/s15006-013-0200-1","2013-03","Leistungen bei Organspendern","MMW - Fortschritte der Medizin","1438-3276","Springer Science + Business Media",297
"10.1017/s1356186313000187","2013-04","The Transportation of Tax Textiles to the North-West as part of the Tang-Dynasty Military Shipment System","Journal of the Royal Asiatic Society","1356-1863","Cambridge University Press (CUP)",56
"10.1215/00222909-2323470","2013-09-01","Absolute Color, Fluctuating Mischfarben, and Structurally Functional ""Gypsy"" Orchestration","Journal of Music Theory","0022-2909","Duke University Press",73
"10.1007/s10973-013-3091-6","2013-03-20","Thermal and evolved gas analyses of the oxidation of a cellulose/copper(II) oxide mixture","Journal of Thermal Analysis and Calorimetry","1388-6150","Springer Science + Business Media",297
"10.1007/s11771-013-1786-2","2013-10","Particle filter with importance density function generated by updated system equation","Journal of Central South University","2095-2899","Springer Science + Business Media",297
"10.2214/ajr.13.11723","2013-11","Self-Plagiarism: Another Reminder to Authors","American Journal of Roentgenology","0361-803X","American Roentgen Ray Society",1049
"10.1016/j.clinthera.2013.07.133","2013-08","PP105The role of poly (ADP-ribose) polymerase (PARP) pathway on endothelin-1 (ET-1)-induced endothelial dysfunction in rat thoracic aorta","Clinical Therapeutics","0149-2918","Elsevier BV",78
"10.1016/j.jhep.2012.10.017","2013-03","Efficacy of pegylated interferon alpha-2b and ribavirin treatment on the risk of hepatocellular carcinoma in patients with chronic hepatitis C: A prospective, multicenter study","Journal of Hepatology","0168-8278","Elsevier BV",78
"10.1007/s11639-013-0019-7","2013-04","Erratum a: II consensus intersocietario sulla profilassi antitrombotica in ortopedia e traumatologia","LO SCALPELLO","0390-5276","Springer Science + Business Media",297
"10.2218/resmedica.v2i4.364","2013-09-17","Nutritional Blindness","Res Medica","2051-7580","Edinburgh University Library",5235
"10.1002/chem.201302152","2013-08-09","A Unique Au-Ag-Au Triangular Motif in a Trimetallic Halonium Dication: Silver Incorporation in a Gold(I) Catalyst","Chemistry - A European Journal","0947-6539","Wiley-Blackwell",311
"10.1093/nar/gkt320","2013-04-28","The tRNA-modifying function of MnmE is controlled by post-hydrolysis steps of its GTPase cycle","Nucleic Acids Research","0305-1048","Oxford University Press (OUP)",286
"10.1016/j.jprot.2012.12.029","2013-03","Characterization and proteomic analysis of ovarian cancer-derived exosomes","Journal of Proteomics","1874-3919","Elsevier BV",78
"10.1103/physrevlett.111.220404","2013-11","What Does One Measure When One Measures the Arrival Time of a Quantum Particle?","Phys. Rev. Lett.","0031-9007","American Physical Society (APS)",16
"10.1177/0009922812470868","2013-03-01","Improved Timing of Availability and Administration of Influenza Vaccine Through the US Vaccines for Children Program From 2007 to 2011","Clinical Pediatrics","0009-9228","SAGE Publications",179
"10.1001/jama.2013.281965","2013-11-13","The Toxic Politics of Health Care","JAMA","0098-7484","American Medical Association (AMA)",10
"10.1016/j.catcom.2013.06.025","2013-10","Plasma-catalytic oxidation of adsorbed toluene with gas circulation","Catalysis Communications","1566-7367","Elsevier BV",78
"10.1891/1946-6560.4.2.255","2013-04-01","Partner Abuse Prevention Education: An Integrative Approach to Program Development and Evaluation","Partner Abuse","1946-6560","Springer Publishing Company",793
"10.1016/s1473-0502(13)00262-0","2013-08","Editorial board/Publication information","Transfusion and Apheresis Science","1473-0502","Elsevier BV",78
"10.1177/0309132513506271","2013-11-06","Space for curiosity","Progress in Human Geography","0309-1325","SAGE Publications",179
"10.1093/jts/fls167","2013-01-25","Cavell, Companionship, and Christian Theology. By PETER DULA.","The Journal of Theological Studies","0022-5185","Oxford University Press (OUP)",286
"10.1007/s00264-013-1840-6","2013-03-07","Reply to comment on Kritsaneephaiboon et al. Minimally invasive plate osteosynthesis of distal tibial fracture using a posterolateral approach: a cadaveric study and preliminary report","International Orthopaedics (SICOT)","0341-2695","Springer Science + Business Media",297
"10.1053/j.ajkd.2013.03.041","2013-07","Monosodium Urate Stones Are Rare, and Urine pH Is Not Low in Cystinuria","American Journal of Kidney Diseases","0272-6386","Elsevier BV",78
"10.1016/j.rcl.2013.04.004","2013-07","Magnetic Resonance Imaging of Pediatric Lung Parenchyma, Airways, Vasculature, Ventilation, and Perfusion","Radiologic Clinics of North America","0033-8389","Elsevier BV",78
"10.1177/0036933012474601","2013-02-01","Experience of practitioners and delivery outcome","Scottish Medical Journal","0036-9330","SAGE Publications",179
"10.1007/s10120-012-0213-y","2013-01-05","Molecular characterization of an Italian series of sporadic GISTs","Gastric Cancer","1436-3291","Springer Science + Business Media",297
"10.4028/www.scientific.net/amm.427-429.2179","2013-09","Research on Web Page Staticize Technology in E-Commerce System","AMM","1662-7482","Trans Tech Publications",2457
"10.4244/eijv9ssa17","2013-09","The Helio transcatheter aortic dock for patients with aortic regurgitation","EuroIntervention","1774-024X","Europa Digital & Publishing",2774
"10.1016/j.rppneu.2013.06.003","2013-07","Mechanically Assisted Invasive Ventilation for ALS patients: Is it the Ultimate Strategy To Improve Survival?","Revista Portuguesa de Pneumologia","0873-2159","Elsevier BV",78
"10.1016/j.jnoncrysol.2012.10.003","2013-02","The size induced effect on rheological properties of Co-ferrite based ferrofluid","Journal of Non-Crystalline Solids","0022-3093","Elsevier BV",78
"10.1007/s12471-013-0453-4","2013-07-24","Predictors of outcome after alcohol septal ablation in patients with hypertrophic obstructive cardiomyopathy. Special interest for the septal coronary anatomy","Netherlands Heart Journal","1568-5888","Springer Science + Business Media",297
"10.1073/pnas.1319123110","2013-11-04","Intestinal glucuronidation protects against chemotherapy-induced toxicity by irinotecan (CPT-11)","Proceedings of the National Academy of Sciences","0027-8424","Proceedings of the National Academy of Sciences",341
"10.3354/esr00506","2013-06-20","A two-stage translocation strategy for improving juvenile survival of Hawaiian monk seals","Endang. Species. Res.","1863-5407","Inter-Research Science Center",1913
"10.1016/j.bbamem.2012.08.032","2013-07","Modulation of low-voltage-activated T-type Ca2+ channels","Biochimica et Biophysica Acta (BBA) - Biomembranes","0005-2736","Elsevier BV",78
"10.2166/wst.2013.434","2013-11","Design, construction and performance of a horizontal subsurface flow wetland system in Australia","Water Science & Technology","0273-1223","IWA Publishing",945
"10.1177/0954411913500948","2013-08-19","A bounded iterative closest point method for minimally invasive registration of the femur","Proceedings of the Institution of Mechanical Engineers","0954-4119","SAGE Publications",179
"10.1134/s1995080213040148","2013-10","Using frequency analysis and Grovers algorithm to implement known ciphertext attack on symmetric ciphers","Lobachevskii Journal of Mathematics","1995-0802","Pleiades Publishing Ltd",137
"10.1134/s1070427213110141","2013-11","Synthesis of titanium nitride by anodic polarization of titanium","Russian Journal of Applied Chemistry","1070-4272","Pleiades Publishing Ltd",137
"10.3390/w5031279","2013-09","Setting Target Measurement Uncertainty in Water Analysis","Water","2073-4441","MDPI AG",1968
"10.1517/13543776.2013.789501","2013-05","PSMA-targeted dendrimers: a patent evaluation (WO2012078534)","Expert Opin. Ther. Patents","1354-3776","Informa Healthcare",3197
"10.1016/j.na.2013.07.001","2013-11","Lower dimensional invariant tori with prescribed frequency for the nonlinear Schrü¾¦¼dinger equation","Nonlinear Analysis: Theory","0362-546X","Elsevier BV",78
"10.13109/inde.2013.2.3.37","2013-09","Rausch und Ratio","Indes","2191-995X","Vandenhoeck & Ruprecht GmbH & Co, KG",5267
"10.4000/norois.4577","2013-03-30","L'agroforesterie du cacao est-elle menacü¾¼e dans le Soconusco ? Evaluation des savoirs paysans de sü¾¼lection des semences et caractü¾¼risation de la diversitü¾¼ arborü¾¼e (Chiapas, Mexique)","norois","0029-182X","OpenEdition",2399
"10.1016/j.ijcard.2012.06.121","2013-09","The cardioprotection of simvastatin in reperfused swine hearts relates to the inhibition of myocardial edema by modulating aquaporins via the PKA pathway","International Journal of Cardiology","0167-5273","Elsevier BV",78
"10.1007/s40519-013-0036-9","2013-05-04","Childhood obesity, overweight and underweight: a study in primary schools in Milan","Eating and Weight Disorders - Studies on Anorexia","1124-4909","Springer Science + Business Media",297
"10.1016/j.juro.2013.02.413","2013-04","845 BIMANUAL EXAMINATION OF RETRIEVED SPECIMEN DURING ROBOT-ASSISTED RADICAL PROSTATECTOMY: A NOVEL TECHNIQUE FOR REDUCING THE POSTIVE SURGICAL MARGIN","The Journal of Urology","0022-5347","Elsevier BV",78
"10.1016/j.ajog.2013.01.040","2013-05","Term delivery following tuboovarian abscess after in vitro fertilization and embryo transfer","American Journal of Obstetrics and Gynecology","0002-9378","Elsevier BV",78
"10.1094/pdis-04-13-0412-pdn","2013-11"," First Report of Two Distinct Phytoplasma Species,  Candidatus Phytoplasma cynodontis and  Candidatus Phytoplasma asteris, Simultaneously Associated with Yellow Decline of Wodyetia bifurcata (Foxtail Palm) in Malaysia ","Plant Disease","0191-2917","Scientific Societies",1665
"10.1080/13562517.2013.860103","2013-11-21","Balancing academic and professional pedagogies: a comparative study of two accounting departments in South Africa and the UK","Teaching in Higher Education","1356-2517","Informa UK Limited",301
"10.1097/brs.0b013e31828aadf5","2013-06","Feasibility of Laminar Screw Placement in the Upper Thoracic Spine","Spine","0362-2436","Ovid Technologies (Wolters Kluwer Health)",276
"10.1371/journal.pone.0069124","2013-07-30","The LuWD40-1 Gene Encoding WD Repeat Protein Regulates Growth and Pollen Viability in Flax (Linum Usitatissimum L.)","PLoS ONE","1932-6203","Public Library of Science (PLoS)",340
"10.1016/j.ins.2013.05.022","2013-10","Evaluation of biometric system performance in the context of Common Criteria","Information Sciences","0020-0255","Elsevier BV",78
"10.1177/0096144212467296","2013-04-04","Law and the Early Modern City in Political Thought and Social Theory: From the Catholic and Protestant Natural Law Tradition to Giambattista Vico","Journal of Urban History","0096-1442","SAGE Publications",179
"10.5977/jkasne.2013.19.4.549","2013-11-30","8Yü¾¼X ü¾¤¼0ü¾¶¼ü¾¼ Yü¾¼ü¾¼%ü¾¶¼ =X1t ,Influence of Self-directed Learning Ability and Creativity on College Adjustment in Nursing Students","The Journal of Korean Academic Society of Nursing Education","1225-9578","Korean Academy Society of Nursing Education",3998
